Ticker,Security Type,Exchange,Country,Sector,Current Price,Shares Outstanding,Market Cap,Net Income,EPS,P/E Ratio (TTM),BVPS,P/B Ratio,Earnings Growth,Revenue Growth,Dividend Yield,Gross Margin,Profit Margin,Debt to Equity,Free Cash Flow,Current Ratio,Quick Ratio,ROE,ROA
300549.sz,EQUITY,SHZ,China,Industrials,20.02,133340000.0,2669466880.0,9710704.0,0.07,286.0,4.136,4.8404255,-0.532,-0.209,0.25,0.26072,0.02883,14.071,-8678085.0,2.614,2.227,0.01766,0.0049
300550.sz,EQUITY,SHZ,China,Healthcare,14.06,262560141.0,3691595776.0,51310652.0,0.2,70.3,4.255,3.3043478,-0.083,0.007,0.18,0.4952,0.12665,4.999,61184792.0,3.586,3.452,0.043119997,0.02191
300551.sz,EQUITY,SHZ,China,Industrials,13.43,340062839.0,4723472896.0,-325795904.0,-0.96,,1.287,10.435122,,-0.479,,0.07926,-1.7132499,3.286,-24282860.0,3.709,2.601,-0.55433,-0.07633
300552.sz,EQUITY,SHZ,China,Technology,25.69,213133112.0,5486046720.0,-264868400.0,-1.24,,8.426,3.0488966,,0.094,,0.28917,-0.26577,13.331,-6828888.0,1.929,1.426,-0.13520999,-0.058590002
300553.sz,EQUITY,SHZ,China,Industrials,36.2,111015772.0,4018771200.0,37253168.0,0.3,120.666664,7.679,4.7141557,-0.062,0.267,0.14,0.39461,0.10989001,32.661,-100018688.0,2.589,1.453,0.05446,0.00791
300554.sz,EQUITY,SHZ,China,Industrials,26.9,114211577.0,3131681280.0,-113627360.0,-1.0,,5.597,4.806146,,-0.047,,-0.12874,-0.48393002,24.377,6756805.0,2.398,1.604,-0.16153999,-0.074200004
300555.sz,EQUITY,SHZ,China,Technology,12.23,200000000.0,2457999872.0,-57646044.0,-0.29,,2.376,5.1473064,,-0.283,,0.121029995,-0.37383997,0.167,56312248.0,5.631,5.008,-0.115109995,-0.08883
300556.sz,EQUITY,SHZ,China,Communication Services,20.75,121564493.0,2522463232.0,-269827040.0,-2.23,,3.836,5.409281,,-0.204,0.19,-0.07441,-0.50009,82.41,56479284.0,1.531,1.287,-0.45992002,-0.11406
300557.sz,EQUITY,SHZ,China,Industrials,28.9,120867878.0,3503959552.0,47105216.0,0.32,90.3125,8.25,3.5030303,0.598,0.204,0.53,0.3105,0.06698,,81361368.0,1.946,1.533,0.053829998,0.01485
300558.sz,EQUITY,SHZ,China,Healthcare,54.32,420733843.0,22921580544.0,303275776.0,0.72,75.44444,13.889,3.9110086,-0.053,0.168,0.37,0.78768,0.0929,41.557,-395064960.0,0.77,0.444,0.04892,0.03427
300559.sz,EQUITY,SHZ,China,Consumer Defensive,11.83,399514567.0,4726257152.0,34749772.0,0.09,131.44444,3.028,3.906869,0.043,-0.149,1.27,0.46147,0.08055,17.096,61671688.0,3.181,2.73,0.02563,0.01097
300560.sz,EQUITY,SHZ,China,Communication Services,18.78,229743622.0,4314585088.0,-119782992.0,-0.52,,4.223,4.447076,1.956,0.035,0.09,0.23114,-0.119090006,73.585,-186549360.0,1.345,1.203,-0.12475,-0.02003
300561.sz,EQUITY,SHZ,China,Technology,15.16,328107975.0,5043019264.0,-15596351.0,-0.05,,1.828,8.293217,,0.164,0.23,0.39666998,-0.16229999,5.501,-31840730.0,2.607,1.786,-0.02809,-0.013309999
300562.sz,EQUITY,SHZ,China,Healthcare,14.62,218586988.0,3195741696.0,76518312.0,0.35,41.771427,4.671,3.1299508,0.489,-0.085,1.92,0.33846,0.0777,9.588,91534672.0,2.375,2.17,0.07439,0.03185
300563.sz,EQUITY,SHZ,China,Technology,37.86,179430526.0,6877572096.0,65489224.0,0.34,111.35294,6.163,6.143112,0.884,-0.092,0.63,0.19636999,0.07651,1.93,120056984.0,2.878,2.3,0.06117,0.0339
300564.sz,EQUITY,SHZ,China,Industrials,17.1,161315200.0,2758489856.0,14610188.0,0.1,171.0,7.485,2.2845693,-0.031,-0.339,2.92,0.24972,0.0448,0.534,41193168.0,3.83,3.825,0.01174,-0.030669998
300565.sz,EQUITY,SHZ,China,Technology,12.06,249704612.0,3011437568.0,-145352336.0,-0.6,,2.253,5.352863,,-0.135,,0.17184,-0.22705999,120.021,103354848.0,0.657,0.49,-0.25716,-0.03791
300566.sz,EQUITY,SHZ,China,Technology,18.84,263741550.0,4968890880.0,187880304.0,0.72,26.166666,8.125,2.3187692,0.12,0.065,1.06,0.22663,0.08682,27.835,47665852.0,1.606,1.34,0.08996,0.033150002
300568.sz,EQUITY,SHZ,China,Basic Materials,16.97,1348124139.0,23794388992.0,128864600.0,0.1,169.7,7.488,2.2662926,-0.866,0.114,0.3,0.22744,0.033099998,120.286,-3504314880.0,0.927,0.78,0.016,0.00445
300569.sz,EQUITY,SHZ,China,Industrials,6.68,1022710620.0,6944204800.0,-183209008.0,-0.18,,5.282,1.2646724,,0.593,0.15,0.12973,-0.046279997,83.589,755038592.0,1.483,0.797,-0.033099998,0.00823
300570.sz,EQUITY,SHZ,China,Technology,88.9,227126867.0,21077372928.0,375784256.0,1.65,53.878788,7.309,12.163087,0.312,-0.05,0.9,0.36444,0.22418,0.53,19206932.0,4.451,3.616,0.24811001,0.11394
300571.sz,EQUITY,SHZ,China,Technology,29.33,139528294.0,4092364800.0,-114576304.0,-0.82,,10.414,2.816401,,-0.399,,0.13613,-0.11996,188.097,-872848640.0,1.218,0.918,-0.07639,-0.0033000002
300572.sz,EQUITY,SHZ,China,Technology,30.25,228988812.0,6926911488.0,-207718768.0,-1.06,,7.845,3.8559594,,-0.011,0.11,0.2651,-0.46401,9.48,26554988.0,3.21,2.608,-0.11574,-0.020079998
300573.sz,EQUITY,SHZ,China,Healthcare,74.0,246429527.0,18526570496.0,646205312.0,2.63,28.13688,7.57,9.775429,1.159,0.353,1.91,0.80527,0.26838,7.21,374183168.0,1.896,1.509,0.37083998,0.20854001
300575.sz,EQUITY,SHZ,China,Basic Materials,6.71,476992400.0,3214928640.0,-153261664.0,-0.32,,4.139,1.6211646,,-0.06,0.75,0.06107,-0.060939997,76.833,-377300096.0,1.122,0.74,-0.07182,-0.01805
300576.sz,EQUITY,SHZ,China,Basic Materials,34.35,366367572.0,12940101632.0,116019296.0,0.31,110.80644,4.62,7.435065,-0.197,0.139,0.26,0.36506,0.11095,0.394,-100627728.0,3.646,3.04,0.07478,0.04454
300577.sz,EQUITY,SHZ,China,Consumer Cyclical,25.9,239792701.0,6210631168.0,338098144.0,1.4,18.5,9.628,2.6900706,0.307,0.082,1.34,0.23084,0.06852,85.245,31143860.0,1.08,0.772,0.15296,0.060689997
300578.sz,EQUITY,SHZ,China,Technology,17.94,198269740.0,3556959232.0,16640406.0,0.08,224.25002,5.997,2.9914956,-0.625,0.095,,0.35111,0.03687,2.013,-16290839.0,5.955,5.389,0.01408,-0.00179
300579.sz,EQUITY,SHZ,China,Technology,31.43,270000000.0,8613000192.0,-74691168.0,-0.28,,2.896,10.852901,,-0.306,0.1,0.43999,-0.07825,0.864,184328352.0,1.719,1.416,-0.09191,-0.04709
300580.sz,EQUITY,SHZ,China,Industrials,24.11,500543865.0,12303369216.0,300134656.0,0.6,40.183334,6.494,3.712658,0.079,0.172,0.71,0.33857,0.20909001,,278791584.0,5.267,4.264,0.09553,0.05138
300581.sz,EQUITY,SHZ,China,Industrials,15.71,550109546.0,8642221056.0,-45521360.0,-0.08,,1.737,9.04433,,-0.557,0.09,0.42687,-0.37342998,1.047,307300.0,3.971,2.262,-0.046529997,-0.02736
300582.sz,EQUITY,SHZ,China,Technology,14.48,298536488.0,4358632960.0,-116263080.0,-0.4,,4.552,3.1810193,,-0.076,0.26,0.28264,-0.04859,89.772,21858392.0,1.34,0.805,-0.08173,-0.00408
300583.sz,EQUITY,SHZ,China,Healthcare,16.04,189702126.0,3042822400.0,-172712320.0,-0.91,,9.31,1.7228787,,0.217,0.12,0.00011,-0.18090001,40.086,230177216.0,1.211,0.685,-0.10193,-0.03644
300584.sz,EQUITY,SHZ,China,Healthcare,71.9,120000000.0,8627999744.0,44779608.0,0.37,194.32433,8.694,8.270071,0.041,0.315,0.14,0.82039,0.07277,27.705,27600772.0,1.008,0.746,0.04247,0.02619
300585.sz,EQUITY,SHZ,China,Consumer Cyclical,20.84,171111111.0,3617288960.0,-2727590.0,-0.02,,4.164,5.004803,,0.016,0.06,0.18957001,-0.0061500003,1.161,76114656.0,2.778,2.159,-0.00711,-0.01413
300586.sz,EQUITY,SHZ,China,Basic Materials,11.12,711216645.0,7937177600.0,-37915328.0,-0.05,,2.637,4.2169127,,-0.114,0.53,0.07463,-0.0222,39.999,-172807536.0,1.143,0.615,-0.03041,-0.0072500003
300587.sz,EQUITY,SHZ,China,Industrials,7.6,1298268797.0,9866843136.0,-66954824.0,-0.06,,1.846,4.1170096,,-0.259,0.35,0.2706,-0.0421,84.673,591066880.0,1.148,0.795,-0.022769999,-0.00681
300588.sz,EQUITY,SHZ,China,Technology,28.0,191471030.0,5361188864.0,-75389840.0,-0.4,,1.442,19.417475,,0.221,,0.38347,-0.41429,22.279,25026098.0,1.466,1.238,-0.23281999,-0.08089
300589.sz,EQUITY,SHZ,China,Industrials,13.59,377667996.0,5132508160.0,-49829216.0,-0.13,,2.082,6.5273776,,-0.661,0.07,0.07154,-0.05001,30.153,17057008.0,1.157,0.687,-0.0614,-0.017029999
300590.sz,EQUITY,SHZ,China,Technology,12.15,459917538.0,5606394880.0,86291952.0,0.19,63.94737,3.989,3.045876,-0.123,0.028,1.81,0.38541,0.10087,0.436,85700192.0,8.094,6.186,0.04715,0.01656
300591.sz,EQUITY,SHZ,China,Consumer Cyclical,12.21,405673777.0,5034411520.0,-176560176.0,-0.44,,0.626,19.504793,,-0.133,,0.118240006,-0.34048,57.17,106997184.0,1.021,0.741,-0.49091,-0.08343001
300592.sz,EQUITY,SHZ,China,Industrials,10.87,404361469.0,4427758080.0,30284792.0,0.07,155.2857,5.965,1.8222966,-0.768,-0.152,0.46,0.31527,0.0031400002,25.331,538444544.0,2.052,0.846,0.01059,0.00721
300593.sz,EQUITY,SHZ,China,Industrials,23.18,542498469.0,12971138048.0,-453016032.0,-0.85,,4.423,5.240787,,0.949,0.75,0.17039,-0.38774,50.344,-328739552.0,2.597,1.659,-0.16449,-0.05528
300594.sz,EQUITY,SHZ,China,Consumer Cyclical,19.08,91873450.0,1752945408.0,-46623948.0,-0.51,,8.993,2.1216502,,-0.029,0.54,0.21236,-0.05593,52.429,186515200.0,1.497,1.267,-0.05657,-0.01045
300595.sz,EQUITY,SHZ,China,Healthcare,17.07,895289123.0,15398972416.0,491701760.0,0.55,31.036362,5.52,3.0923913,-0.024,0.026,1.64,0.71949,0.27085,5.367,383467232.0,5.102,3.179,0.10188,0.06237
300596.sz,EQUITY,SHZ,China,Basic Materials,40.76,229619667.0,9575140352.0,504542688.0,2.2,18.527271,20.76,1.9633911,0.608,0.048,0.91,0.20705,0.08507,69.339,-12988472.0,1.43,0.982,0.10079,0.035550002
300597.sz,EQUITY,SHZ,China,Industrials,9.62,272570030.0,2622123520.0,-31703180.0,-0.12,,3.542,2.7159796,,-0.221,0.04,0.20858999,-0.06475,37.841,-58369480.0,2.168,1.225,-0.031519998,-0.01164
300598.sz,EQUITY,SHZ,China,Technology,56.37,216981741.0,12522015744.0,-111533824.0,-0.52,,6.851,8.227996,,0.05,0.29,0.12876001,-0.0517,57.794,-450682496.0,1.512,1.171,-0.081379995,-0.02785
300599.sz,EQUITY,SHZ,China,Industrials,8.06,358131567.0,2886540544.0,-85055440.0,-0.24,,5.672,1.4210156,,-0.165,2.31,0.11993,-0.08801,2.248,-80423480.0,4.771,3.595,-0.04183,-0.02316
300600.sz,EQUITY,SHZ,China,Industrials,16.04,294234480.0,4719521792.0,-52343608.0,-0.18,,4.151,3.8641293,,-0.271,,0.2159,-0.21556999,0.396,-26417554.0,5.716,4.233,-0.04974,-0.03462
300601.sz,EQUITY,SHZ,China,Healthcare,17.45,1116929237.0,19523923968.0,-100285640.0,-0.09,,8.604,2.0281265,-0.937,-0.177,0.52,0.66372,-0.03718,19.467,844987328.0,2.701,1.949,-0.01039,-0.00892
300602.sz,EQUITY,SHZ,China,Technology,28.35,581863431.0,17164972032.0,344606880.0,0.6,47.25,6.822,4.155673,1.166,0.344,0.13,0.18571,0.056539997,34.835,196217568.0,1.356,1.054,0.08615,0.02902
300603.sz,EQUITY,SHZ,China,Technology,10.43,464798231.0,4875733504.0,-39568204.0,-0.08,,3.049,3.4207938,,-0.114,,0.06231,-0.04745,12.752,-151673296.0,1.62,1.243,-0.028989999,-0.02605
300604.sz,EQUITY,SHZ,China,Technology,78.61,634402614.0,50942529536.0,966436032.0,1.51,52.059605,6.795,11.568801,1.921,0.6,0.13,0.50955003,0.19784,45.507,-503456544.0,1.949,0.941,0.22176,0.07345
300605.sz,EQUITY,SHZ,China,Technology,16.65,164583371.0,2740313088.0,-51752000.0,-0.32,,3.045,5.46798,,-0.105,0.28,0.13848,-0.13632,81.615,35071992.0,1.78,1.497,-0.1047,-0.02264
300606.sz,EQUITY,SHZ,China,Industrials,22.88,138347826.0,3219353856.0,-15821018.0,-0.12,,4.879,4.689485,0.649,0.348,0.52,0.14193,-0.02779,41.746,1059524.0,1.717,1.204,-0.0199,-0.00875
300607.sz,EQUITY,SHZ,China,Industrials,29.22,476972412.0,14361638912.0,-204928400.0,-0.49,,6.029,4.846575,,0.176,0.12,0.1869,-0.08817001,24.002,261643360.0,1.588,1.148,-0.07175,-0.021540001
300608.sz,EQUITY,SHZ,China,Technology,11.79,331239067.0,3918558464.0,-72975616.0,-0.21,,4.154,2.8382282,,-0.289,0.09,0.30274,-0.09245,55.09,-149592624.0,1.667,1.123,-0.05526,-0.00832
300609.sz,EQUITY,SHZ,China,Technology,40.07,120114387.0,4948712448.0,-20888500.0,-0.18,,8.297,4.8294563,,0.222,0.62,0.47155,-0.05485,6.106,1134566.0,2.972,2.41,-0.0163,0.002
300610.sz,EQUITY,SHZ,China,Basic Materials,12.24,215007980.0,2668249088.0,70021632.0,0.33,37.090908,5.341,2.2917056,-0.979,-0.03,1.63,0.18804,0.07969,11.892,35563984.0,2.867,2.505,0.05967,0.01433
300611.sz,EQUITY,SHZ,,,,211074680.0,5937530368.0,,0.69,40.289856,5.822,4.774991,,,0.43,,,,,,,,
300612.sz,EQUITY,SHZ,China,Communication Services,15.16,180454496.0,2834940160.0,-31827028.0,-0.18,,2.762,5.488776,,-0.333,,0.28786,-0.06227,10.271,38954840.0,3.144,2.229,-0.06561,-0.01712
300613.sz,EQUITY,SHZ,China,Technology,45.06,232513863.0,10660760576.0,154010288.0,0.67,67.25373,11.953,3.769765,-0.243,-0.098,0.27,0.34794,0.094560005,23.262,251076128.0,7.729,6.394,0.04052,0.00792
300614.sz,EQUITY,SHZ,China,Utilities,14.65,160435778.0,2350384128.0,-284220512.0,-1.78,,7.613,1.9243399,,-0.148,,0.22325,-0.69219,58.426,1080810.0,2.152,1.974,-0.22812,-0.01713
300615.sz,EQUITY,SHZ,China,Technology,13.84,193229200.0,2674292224.0,13808723.0,0.07,197.7143,2.757,5.0199494,-0.426,0.862,0.36,0.21643999,0.03076,11.255,-73384304.0,2.247,1.712,0.02466,0.00978
300616.sz,EQUITY,SHZ,China,Consumer Cyclical,14.92,224515980.0,3378965504.0,-180690848.0,-0.95,,15.105,0.98775244,,-0.023,6.03,0.33751,-0.050100002,63.907,3878399.0,0.973,0.7,-0.05416,-0.01174
300617.sz,EQUITY,SHZ,China,Industrials,34.86,167360156.0,5971410432.0,121187152.0,0.74,47.10811,18.179,1.9175972,-0.732,-0.296,0.69,0.30854,0.13878,6.055,177284640.0,3.659,2.983,0.04295,0.01653
300618.sz,EQUITY,SHZ,China,Basic Materials,48.6,309697091.0,15367169024.0,272782560.0,0.88,55.227272,18.083,2.687607,0.042,0.05,0.31,0.12629,0.04109,31.459,-1210004224.0,1.404,0.564,0.04678,0.014520001
300619.sz,EQUITY,SHZ,China,Industrials,44.45,173999658.0,7734285312.0,-59079708.0,-0.34,,9.066,4.902934,15.931,0.496,0.91,0.17351,-0.03687,102.211,-55423736.0,1.129,0.79,-0.04125,-0.00445
300620.sz,EQUITY,SHZ,China,Technology,96.2,249180545.0,25403957248.0,126482936.0,0.5,192.4,8.333,11.544461,1.431,0.265,0.1,0.30184,0.10052,41.324,-119412784.0,2.407,1.942,0.05924,0.01281
300621.sz,EQUITY,SHZ,China,Industrials,9.77,208056700.0,2032714112.0,-14977547.0,-0.07,,4.134,2.3633287,,0.136,0.1,0.08096,-0.00179,132.553,-203038576.0,1.027,0.96,-0.0171,0.00727
300622.sz,EQUITY,SHZ,China,Consumer Cyclical,29.54,227854160.0,6862967296.0,107975288.0,0.47,62.851067,3.722,7.9365935,-0.004,0.254,2.27,0.56826,0.07893,23.63,288520800.0,2.569,1.531,0.13253,0.067140006
300623.sz,EQUITY,SHZ,China,Technology,27.26,832079919.0,23106861056.0,487331232.0,0.59,46.203392,7.091,3.8443096,-0.197,0.212,0.55,0.30622998,0.1459,18.318,-85252816.0,1.178,0.825,0.09276,0.04192
300624.sz,EQUITY,SHZ,China,Technology,66.89,193336324.0,13566408704.0,-219550848.0,-1.14,,5.798,11.536737,,0.1,0.19,0.91788,-0.14357,21.526,-188400992.0,1.777,1.574,-0.17725,-0.07082
300625.sz,EQUITY,SHZ,China,Industrials,12.89,279331000.0,3600576768.0,-23766684.0,-0.09,,7.115,1.8116657,-0.321,0.002,2.33,0.28826,-0.0124,1.718,240859584.0,2.253,1.885,-0.01164,-0.017860001
300626.sz,EQUITY,SHZ,China,Technology,13.15,180000000.0,2366999808.0,-6223307.0,-0.04,,2.939,4.474311,0.481,0.04,0.16,0.15984,-0.00774,33.299,75146336.0,1.541,0.913,-0.01169,0.027190002
300627.sz,EQUITY,SHZ,China,Technology,31.5,786437948.0,25362624512.0,686316160.0,0.93,33.870968,5.069,6.214244,0.186,0.002,1.13,0.58757,0.19055,4.677,196354672.0,3.73,2.574,0.19254999,0.08417
300628.sz,EQUITY,SHZ,,,,1266730887.0,44968947712.0,,2.01,17.557215,6.855,5.148067,,,5.1,,,,,,,,
300629.sz,EQUITY,SHZ,,,,251423424.0,4797158912.0,,0.11,173.45454,6.804,2.8042328,,,0.52,,,,,,,,
300631.sz,EQUITY,SHZ,China,Industrials,30.06,125043424.0,3801319936.0,81250400.0,0.67,44.86567,10.654,2.8214753,0.276,0.04,0.6,0.45595002,0.13396,8.357,59642536.0,2.207,1.687,0.06458,0.0135699995
300632.sz,EQUITY,SHZ,China,Consumer Cyclical,14.14,305181620.0,4315268608.0,24701936.0,0.08,176.75002,6.329,2.2341602,-0.085,-0.006,2.12,0.24639,0.03164,31.823,-131691376.0,2.363,2.001,0.01169,-0.00546
300633.sz,EQUITY,SHZ,China,Healthcare,28.91,432712405.0,12613566464.0,66922632.0,0.16,180.6875,7.257,3.9837399,,0.284,0.35,0.58367,0.03225,9.813,-227801632.0,3.036,1.912,0.02145,-0.00204
300634.sz,EQUITY,SHZ,China,Technology,25.04,451210900.0,11550999552.0,231328032.0,0.51,49.09804,6.501,3.8517153,-0.234,-0.018,0.64,0.35509998,0.12974,1.52,108650224.0,5.679,5.061,0.07675,0.03446
300635.sz,EQUITY,SHZ,China,Industrials,16.65,140134000.0,2333231104.0,-50612260.0,-0.37,,2.693,6.1826954,,0.019,0.08,0.17422001,-0.0763,105.38,56307852.0,1.219,1.212,-0.11598,-0.0090499995
300636.sz,EQUITY,SHZ,China,Healthcare,8.66,419951495.0,3636779776.0,94512232.0,0.23,37.652172,5.657,1.5308467,-0.04,0.111,0.46,0.27025998,0.11453,24.546,-144785952.0,2.558,1.617,0.040349998,0.016619999
300637.sz,EQUITY,SHZ,China,Basic Materials,12.19,234750130.0,2901511424.0,11702622.0,0.05,243.79999,3.122,3.9045482,,0.159,,0.16398,0.01282,60.229,48638192.0,0.854,0.342,0.01658,0.01249
300638.sz,EQUITY,SHZ,China,Technology,25.19,765453542.0,23512936448.0,332219264.0,0.43,58.581394,4.796,5.2522936,-0.692,-0.226,1.39,0.15923001,0.04527,38.418,-12908866.0,1.687,1.015,0.09309,0.02794
300639.sz,EQUITY,SHZ,China,Healthcare,6.18,646500674.0,3995374080.0,-520642176.0,-0.81,,6.12,1.0098039,,-0.151,1.22,0.40203,-0.75329,2.85,372894528.0,5.065,4.646,-0.17784001,-0.07256
300640.sz,EQUITY,SHZ,China,Consumer Defensive,7.69,310993427.0,2391539456.0,12070156.0,0.04,192.25,2.613,2.9429774,-0.181,0.042,0.26,0.15585,0.01196,23.969,-76140624.0,1.415,1.283,0.01466,0.00621
300641.sz,EQUITY,SHZ,China,Basic Materials,19.9,532682322.0,10781490176.0,1039898240.0,1.96,10.153061,6.014,3.3089457,-0.919,-0.616,3.02,0.45509,0.3742,0.069,1147021824.0,35.767,32.474,0.35823002,0.23337
300642.sz,EQUITY,SHZ,China,Healthcare,21.37,162556041.0,3473822976.0,15917067.0,0.1,213.70001,9.202,2.3223214,-0.83,-0.064,0.7,0.65122,0.04262,25.264,-4750402.0,11.002,9.183,0.00751,0.00421
300643.sz,EQUITY,SHZ,China,Consumer Cyclical,20.31,231253546.0,4696759296.0,166018496.0,0.72,28.208332,5.49,3.6994536,0.281,0.2,0.79,0.34469002,0.14086,0.662,83541152.0,3.96,2.954,0.13945,0.07229
300644.sz,EQUITY,SHZ,China,Basic Materials,34.5,110643398.0,3827155200.0,128992368.0,1.18,29.23729,9.564,3.6072772,1.676,0.206,0.72,0.16534,0.04656,51.255,20148436.0,1.371,0.899,0.13094,0.045879997
300645.sz,EQUITY,SHZ,China,Technology,18.9,142106335.0,2759705088.0,8780601.0,0.07,270.0,7.862,2.4039683,0.39,0.06,0.11,0.43515,0.0072399997,82.448,-103667960.0,1.45,0.958,0.02469,0.010980001
300647.sz,EQUITY,SHZ,China,Technology,7.6,457321024.0,3649421824.0,-369050944.0,-0.81,,1.252,6.0702877,,0.113,,-0.0094099995,-0.46865,179.399,166977168.0,0.927,0.581,-0.42401,-0.060749996
300648.sz,EQUITY,SHZ,China,Industrials,53.2,174281400.0,9271771136.0,-70105896.0,-0.45,,7.814,6.808293,,0.226,,0.28432,-0.06145,47.759,90183344.0,1.535,1.058,-0.06475,-0.00704
300649.sz,EQUITY,SHZ,China,Industrials,17.0,132416609.0,2251082240.0,-13544760.0,-0.1,,3.775,4.503311,9.546,-0.423,0.29,0.11939,-0.08813,11.192,-52317456.0,1.315,1.303,-0.027420001,-0.015319999
300650.sz,EQUITY,SHZ,China,Industrials,19.45,218296126.0,4245859840.0,54599056.0,0.25,77.8,5.828,3.337337,0.824,0.147,0.26,0.077080004,0.02032,31.889,-162453248.0,1.839,1.166,0.045050003,0.01845
300651.sz,EQUITY,SHZ,China,Consumer Cyclical,23.1,141209688.0,3261944064.0,40282112.0,0.31,74.51613,7.664,3.014092,0.993,0.192,0.65,0.31098,0.108109996,0.186,35505620.0,3.777,2.673,0.03788,0.010369999
300652.sz,EQUITY,SHZ,China,Consumer Cyclical,56.31,133390572.0,7660620800.0,164820704.0,1.02,55.205883,11.342,4.964733,-0.573,0.607,0.2,0.28178,0.15987,7.444,-97824720.0,2.302,1.644,0.11218,0.05431
300653.sz,EQUITY,SHZ,China,Healthcare,21.21,180000000.0,3848399872.0,76985608.0,0.43,49.325577,4.923,4.3083487,-0.474,-0.058,2.17,0.85238,0.22148001,,54128184.0,8.891,8.405,0.087019995,0.03846
300654.sz,EQUITY,SHZ,China,Consumer Defensive,10.11,366124852.0,3727150848.0,37266488.0,0.11,91.90909,2.332,4.3353343,-0.093,0.003,0.54,0.3529,0.071090005,0.204,67892416.0,3.296,3.051,0.04359,0.021459999
300655.sz,EQUITY,SHZ,China,Basic Materials,15.43,1072974716.0,17317812224.0,-51890356.0,-0.06,,2.473,6.239385,11.301,0.143,0.36,0.23024,-0.03323,18.876,-58656108.0,6.265,5.624,-0.00227,0.014199999
300656.sz,EQUITY,SHZ,China,Industrials,22.18,171125072.0,3817800448.0,-114919568.0,-0.67,,5.765,3.847355,,-0.048,0.11,0.29699,-0.30743,78.832,53613340.0,0.748,0.332,-0.15841,0.00032000002
300657.sz,EQUITY,SHZ,China,Technology,27.58,482555756.0,13487433728.0,92630000.0,0.2,137.9,2.644,10.431165,5.94,0.457,,0.101160005,0.01328,204.669,-1395089152.0,0.934,0.711,0.0759,0.02182
300658.sz,EQUITY,SHZ,China,Basic Materials,9.6,332764105.0,3227812096.0,36568712.0,0.11,87.27273,4.093,2.345468,1.656,0.166,0.63,0.16117,0.02118,74.085,-227205072.0,1.376,0.794,0.02725,0.01932
300659.sz,EQUITY,SHZ,China,Technology,14.85,260392378.0,3900677888.0,-86613536.0,-0.32,,4.613,3.2191634,,0.187,,0.66676,-0.105,21.695,-133322072.0,1.889,1.636,-0.06963,-0.044949997
300660.sz,EQUITY,SHZ,China,Industrials,47.25,447136548.0,21672708096.0,318377920.0,0.71,66.5493,7.757,6.0912724,0.135,0.23,0.8,0.2554,0.078590006,22.89,-202899712.0,1.771,1.405,0.0862,0.03514
300661.sz,EQUITY,SHZ,China,Technology,68.97,618046305.0,43961634816.0,558580864.0,0.9,76.63334,7.937,8.689682,0.318,0.131,0.22,0.46727002,0.15086001,3.224,-152710240.0,4.007,2.375,0.118540004,0.03428
300662.sz,EQUITY,SHZ,China,Industrials,28.72,196806359.0,5736905216.0,289835680.0,1.46,19.671232,11.035,2.602628,0.883,0.237,0.56,0.056900002,0.02066,19.691,-131941800.0,2.01,1.988,0.15041,0.04677
300663.sz,EQUITY,SHZ,China,Technology,17.45,478450554.0,8348962816.0,-538330432.0,-1.16,,1.696,10.288916,,-0.523,,-0.13997,-1.00754,118.895,574287296.0,2.042,1.01,-0.56581,-0.11462
300664.sz,EQUITY,SHZ,China,Industrials,6.12,756256332.0,4719039488.0,219532336.0,0.3,20.4,6.043,1.0127419,0.744,-0.01,1.63,0.31871998,0.12666,35.897,140773680.0,1.762,1.522,0.04755,0.02327
300665.sz,EQUITY,SHZ,China,Basic Materials,10.26,218945730.0,2246383104.0,-139509168.0,-0.73,,2.523,4.0665874,,-0.017,0.57,0.076220006,-0.23492001,129.381,-34535524.0,1.013,0.78,-0.26037002,-0.03192
300666.sz,EQUITY,SHZ,China,Technology,87.51,265320683.0,24290107392.0,514493600.0,1.94,45.108246,18.41,4.753395,0.197,0.199,0.35,0.25133,0.120459996,77.274,-638135808.0,1.515,0.902,0.091079995,0.027
300667.sz,EQUITY,SHZ,China,Industrials,15.9,204636039.0,3253712896.0,-150182752.0,-0.74,,5.537,2.8715909,,-0.033,0.66,0.30772,-0.20851,1.124,36241592.0,3.147,1.851,-0.12335,-0.01977
300668.sz,EQUITY,SHZ,China,Industrials,19.47,120381273.0,2343823360.0,-4792991.0,-0.04,,6.512,2.9898648,1.473,-0.014,1.67,0.23708999,-0.00854,2.149,54282644.0,2.747,2.719,-0.00661,0.009459999
300669.sz,EQUITY,SHZ,China,Industrials,28.98,192705526.0,5891008000.0,16328272.0,0.08,362.25,4.529,6.3987637,-0.488,0.024,0.35,0.21423,0.05054,8.32,-37689264.0,3.624,3.12,0.018660001,0.00565
300670.sz,EQUITY,SHZ,China,Industrials,8.43,316920479.0,2671639808.0,-64224088.0,-0.2,,1.799,4.685937,,0.377,,-0.112629995,-0.24534,163.209,94407280.0,0.52,0.44,-0.106639996,-0.03733
300671.sz,EQUITY,SHZ,China,Technology,34.32,217724473.0,7750991360.0,-236169456.0,-1.08,,7.238,4.7416415,,0.082,,-0.03202,-0.30377,33.299,78387136.0,1.611,0.88,-0.14208001,-0.05272
